subject,source_video,timestamp_seconds,width,height,tags,filename,crop_type
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_001_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_001_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_001_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_002_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_002_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_002_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_003_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_003_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_003_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_004_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_004_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_004_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_005_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_005_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_005_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_006_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_006_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_006_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_007_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_007_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_007_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_008_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_008_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_008_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_009_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_009_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_009_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_010_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_010_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_010_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_011_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_011_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_011_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_012_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_012_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_012_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_013_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_013_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_013_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_014_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_014_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_014_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_015_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_015_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_015_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_016_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_016_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_016_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_017_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_017_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_017_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_018_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_018_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_018_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_019_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_019_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_019_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_020_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_020_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_020_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_021_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_021_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_021_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_022_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_022_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_022_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_023_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_023_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_023_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_024_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_024_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_024_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_025_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_025_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_025_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_026_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_026_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_026_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_027_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_027_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_027_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_028_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_028_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_028_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_029_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_029_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_029_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_030_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_030_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_030_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_031_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_031_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_031_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_032_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_032_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_032_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_033_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_033_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_033_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_034_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_034_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_034_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_035_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_035_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_035_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_036_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_036_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_036_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_037_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_037_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_037_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_038_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_038_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_038_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_039_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_039_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_039_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_040_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_040_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_040_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_041_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_041_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_041_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_042_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_042_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_042_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_043_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_043_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_043_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_044_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_044_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_044_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_045_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_045_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_045_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_046_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_046_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_046_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_047_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_047_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_047_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_048_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_048_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_048_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_049_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_049_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_049_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_050_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_050_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_050_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_051_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_051_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_051_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_052_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_052_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_052_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_053_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_053_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_053_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_054_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_054_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_054_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_055_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_055_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_055_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_056_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_056_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_056_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_057_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_057_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_057_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_058_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_058_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_058_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_059_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_059_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_059_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_060_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_060_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_060_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_061_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_061_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_061_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_062_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_062_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_062_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_063_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_063_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_063_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_064_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_064_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_064_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_065_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_065_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_065_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_066_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_066_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_066_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_067_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_067_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_067_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_068_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_068_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_068_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_069_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_069_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_069_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_070_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_070_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_070_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_071_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_071_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_071_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_072_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_072_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_072_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_073_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_073_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_073_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_074_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_074_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_074_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_075_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_075_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_075_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_076_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_076_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_076_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_077_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_077_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_077_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_078_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_078_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_078_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_079_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_079_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_079_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_080_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_080_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_080_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_081_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_081_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_081_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_082_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_082_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_082_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_083_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_083_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_083_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_084_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_084_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_084_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_085_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_085_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_085_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_086_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_086_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_086_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_087_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_087_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_087_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_088_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_088_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_088_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_089_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_089_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_089_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_090_L.png,left
